FECHA_CSV;SIGNATURA;NOMBRE;DIRECCION;CP;PROV_CODIGO;PROVINCIA;MUNI_CODIGO;MUNICIPIO;COMARCA;EMAIL;TELEFONO;FAX;WEB;ACTIVIDADES;EN_LOCALIDADES
26/01/2025 1:00;CVTA00057 A;EN RUTA MULTIAVENTURA;CALLE FILÀ ASTURIANS, 7C;3801;3;ALICANTE;9;ALCOI/ALCOY;L'ALCOIA;info@enrutamultiaventura.com;616 859 543;;https://enrutamultiaventura.com;;Alcoi/Alcoy (ALICANTE), Banyeres de Mariola (ALICANTE), Dénia (ALICANTE), Villena (ALICANTE), Anna (VALENCIA), Gandia (VALENCIA), Requena (VALENCIA), Xàtiva (VALENCIA)
26/01/2025 1:00;CVTA00059 A;TRONKOS Y BARRANCOS;AVENIDA JUAN XXIII, 11 - B, 11;3400;3;ALICANTE;140;VILLENA;L'ALCOIA;info@tronkosybarrancos.com;636933119;;https://tronkosybarrancos.com;;Agost (ALICANTE), Alcoi/Alcoy (ALICANTE), Banyeres de Mariola (ALICANTE), Beneixama (ALICANTE), Biar (ALICANTE), Callosa de Segura (ALICANTE), Callosa d'en Sarrià (ALICANTE), Calp (ALICANTE), Castalla (ALICANTE), Dénia (ALICANTE), Elda (ALICANTE), La Vall de Laguar (ALICANTE), La Vall d'Ebo (ALICANTE), La Vila Joiosa/Villajoyosa (ALICANTE), Petrer (ALICANTE), Polop (ALICANTE), Redován (ALICANTE), Relleu (ALICANTE), Santa Pola (ALICANTE), Villena (ALICANTE), Enguera (VALENCIA), Gandia (VALENCIA), Quesa (VALENCIA)
26/01/2025 1:00;CVTA00061 A;RANCHO SIERRA HELADA;CAMINO DEL REPETIDOR, 5;69301;3;ALICANTE;11;L'ALFÀS DEL PI;LA MARINA BAIXA;aitorgarciabenidorm@gmail.com;693 012 399;;https://hipicasierrahelada.com;;Benidorm (ALICANTE)
26/01/2025 1:00;CVTA00064 A;VITAL PARCENTRE;CAMINO DEL POU, 103;3792;3;ALICANTE;100;PARCENT;LA MARINA ALTA;info@vitalparcentre.com;625408403;;http://vitalparcentre.com;;Parcent (ALICANTE)
26/01/2025 1:00;CVTA00066 A;LAS ANTIPODAS WATERSPORTS;CARRETERA CALPE-MORAIRA , C.N. LES BASETES, KM.2,5;3710;3;ALICANTE;47;CALP;LA MARINA ALTA;mail@lasantipodas.com;965838310;;http://lasantipodas.com;;Calp (ALICANTE)
26/01/2025 1:00;CVTA00067 A;PAINTBALL DE ELITE;CAMINO DE LA MORERA, 03;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;paintballdeelitejavea@gmail.com;672407046;;http://paintballdeelite.com;;Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00068 A;CUQUET DE LLUM AVENTURA;CALLE CARRATALÁ, 20 BAJO;3007;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;merinoserg@hotmail.com;966308686;;;;Alacant/Alicante (ALICANTE), Alcoi/Alcoy (ALICANTE), Biar (ALICANTE), Calp (ALICANTE), El Campello (ALICANTE), Finestrat (ALICANTE), La Vall de Laguar (ALICANTE), Onil (ALICANTE)
26/01/2025 1:00;CVTA00070 A;ITOURS ADVENTURE;AVENIDA DE LA FONTANA, 1;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;itours@itoursadventure.com;634380297;;http://itoursadventure.com;;Dénia (ALICANTE)
26/01/2025 1:00;CVTA00071 A;AITANA AVENTURES;AVENIDA CONSTITUCIÓN, 6 5º IZDA.;3002;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;viajes@aitanaaventures.com;966 89 05 32;;http://www.aitanaaventures.com;;Alcoi/Alcoy (ALICANTE)
26/01/2025 1:00;CVTA00073 A;MULTIAVENTURA;CALLE GIBRALTAR (LOCAL 10), 4;3710;3;ALICANTE;47;CALP;LA MARINA ALTA;calpemultiaventura@gmail.com;695162004;;www.calpemultiaventura.com;;Calp (ALICANTE)
26/01/2025 1:00;CVTA00075 A;SIESTA ADVISOR;AVENIDA PARIS, 35 - LOCAL 7, 35;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;info@siestaadvisor.com;639908367;;http://www.siestaadvisor.com;;Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00076 A;OUTDOOR DEPORTE AVENTURA Y NATURALEZA;POLÍGONO ELS ALGARS C/ BAÑERES DE MARIOLA 18-B NAVE 4, 18-B;3820;3;ALICANTE;56;COCENTAINA;EL COMTAT;info@outdooraventura.com;965543394;;http://outdooraventura.com;;Alcoi/Alcoy (ALICANTE)
26/01/2025 1:00;CVTA00077 A;OXYTOURS;CALLE HONDÓN DE LAS NIEVES, 2-3º A;3005;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;hola@oxytours.com;693701596;;http://oxytours.com;;Alacant/Alicante (ALICANTE), Alcoi/Alcoy (ALICANTE), Benidorm (ALICANTE), Calp (ALICANTE), Finestrat (ALICANTE), la Vall de Gallinera (ALICANTE)
26/01/2025 1:00;CVTA00078 A;ALBIR MARINA;AVENIDA PUERTO, 22 - BLOQUE 2, 3º P;3590;3;ALICANTE;18;ALTEA;LA MARINA BAIXA;albirmarina@albirmarina.com;965 845 175;;https://albirmarina.com;;Altea (ALICANTE)
26/01/2025 1:00;CVTA00079 A;CABLE-SKI BENIDORM;CALLE FIORDO, 19;3581;3;ALICANTE;11;L'ALFÀS DEL PI;LA MARINA BAIXA;info@cableskibenidorm.com;639612713;;http://cableskibenidorm.com;;Benidorm (ALICANTE)
26/01/2025 1:00;CVTA00083 A;NISOS BENIDORM;AVENIDA VILLAJOYOSA-EDIF. COBLANCA, 30-LCL,.4, 18;3502;3;ALICANTE;31;BENIDORM;LA MARINA BAIXA;info@nisosbenidorm.com;965104736;;www.nisosbenidorm.com;;Benidorm (ALICANTE)
26/01/2025 1:00;CVTA00084 A;YO BUCEO;AVENIDA DESIDERIO RODRIGUEZ, 136;3185;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;torrevieja@yobuceo.es;678490694;;https://yobuceo.es/centros-de-buceo/torrevieja/;;Torrevieja (ALICANTE)
26/01/2025 1:00;CVTA00087 A;ESCUELA DE EQUITACION PELUCA;PARTIDA RAMBLA ALTA-CASETA EL SACRISTA, 24;3801;3;ALICANTE;9;ALCOI/ALCOY;L'ALCOIA;http://equitacionpeluca.com;609691670;;;;Alcoi/Alcoy (ALICANTE)
26/01/2025 1:00;CVTA00090 A;WINDSURFING DENIA;CALLE MEDITERRANIA, 5;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;windsurfingdenia@hotmail.fr;655586750;;windsurfingdenia.blogspot.com;;Dénia (ALICANTE)
26/01/2025 1:00;CVTA00091 A;XABIA ACTIVA;CARRETERA DEL CABO DE SAN ANTONIO 20;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;xabiactiva@gmail.com;639262323;;https://www.xabiactiva.com;;Alcalalí (ALICANTE), Bolulla (ALICANTE), Dénia (ALICANTE), El Pinós/Pinoso (ALICANTE), La Vall de Laguar (ALICANTE), La Vall d'Ebo (ALICANTE), Llíber (ALICANTE), Pedreguer (ALICANTE), Poble Nou de Benitatxell, el/ Benitachell (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00092 A;TRAIL NATURA;CALLE TEULAR, 6;3430;3;ALICANTE;96;ONIL;L'ALCOIA;info@trailnatura.com;691260714;;http://trailnatura.com;;Alacant/Alicante (ALICANTE)
26/01/2025 1:00;CVTA00093 A;AVENTURA PATA NEGRA;URBANIZACIÓN MIGUEL HERNANDEZ, 10-UR. PUERTO ROMANO, 1.2.13;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;www.aventurapatanegra.com;679155061;;http://www.aventurapatanegradenia.com;;Dénia (ALICANTE), Pego (ALICANTE), Teulada (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00095 A;AREA NAUTICA;CALLE PUIG MOLINS, 32;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;info@areanautica.com;607380480;;www.areanautica.com;;Calp (ALICANTE), Dénia (ALICANTE), Teulada (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00098 A;CORNELIS JOHANNES KOUWENBERG;CALLE GEMINIS, 28;3189;3;ALICANTE;99;ORIHUELA;EL BAIX SEGURA/LA VEGA BAJA;inof@divecostablanca.com;;;;;Orihuela (ALICANTE)
26/01/2025 1:00;CVTA00100 A;SURFSKI SCHOOL JAVEA;AVENIDA DE LA LIBERTAD, 36 - 2;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;info@surfskischooljavea.es;649409759;;http://surfskischooljavea.es;;Dénia (ALICANTE), La Vila Joiosa/Villajoyosa (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00101 A;GETAJET;CALLE DARSENA DE BABOR PANTALAN -MARINA DE DENIA, 6;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;info@getajet.es;660026593;;;;Dénia (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00102 A;ALINA SAILING;CALLE PLAYA DEL ACEQUIÓN S/N PUERTO DEPORTIVO MARINA INT, S/N;3181;3;ALICANTE;133;TORREVIEJA;EL BAIX SEGURA/LA VEGA BAJA;alinasailing@gmail.com;653193070;;http://www.alinasailing.com;;Alacant/Alicante (ALICANTE), Calp (ALICANTE), Guardamar del Segura (ALICANTE), Orihuela (ALICANTE), Santa Pola (ALICANTE)
26/01/2025 1:00;CVTA00104 A;BUCEO PUERTO JAVEA;AVENIDA ESCOLLERA SUR, S/N;3730;3;ALICANTE;82;XÀBIA/JÁVEA;LA MARINA ALTA;info@buceopuertojavea.com;965794100;;www.buceopuertodejavea.net;;Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00106 A;COSTA BLANCA KITESCHOOL;CALLE MOLL DE LA PANSA,  LOCAL 6B;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;info@costablancakiteschool.com;650 328 258;;http://www.costablancakiteschool.com;;Dénia (ALICANTE)
26/01/2025 1:00;CVTA00107 A;ESCUELA J CHARTER OCÁNO;CALLE REPUBLICA ARGENTINA, 55 BJ;3007;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;INFO@ACADEMIANAUTICAOCEANO.COM oceanoalicante@ono.com;640348052;;WWW.ACADEMIANAUTICAOCEANO.COM;;Alacant/Alicante (ALICANTE)
26/01/2025 1:00;CVTA00109 A;BLUE BIKE;CALLE ARGENSOLA, 8-P1;3002;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;info@bluebike.es;674676362;;;;Alacant/Alicante (ALICANTE)
26/01/2025 1:00;CVTA00110 A;PAINTBALL INDOOR ALICANTE;CALLE SAGITARIO, 7;3006;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;lucas.cardes@gmail.com;685310087;;http://www.paintballindooralicante.com/;;Alacant/Alicante (ALICANTE)
26/01/2025 1:00;CVTA00111 A;PEDRO TAFALLA MORON;PASEO LA ILLETA - CLUB NAUTICO EL CAMPELLO, S/N;3560;3;ALICANTE;50;EL CAMPELLO;L'ALACANTI;info@atlantidabuceo.com;615930121;;http://www.atlantidabuceo.com/;;Benidorm (ALICANTE), El Campello (ALICANTE)
26/01/2025 1:00;CVTA00113 A;SEGWAY TRIP DENIA;CALLE CALDERÓN, 8;3700;3;ALICANTE;63;DÉNIA;LA MARINA ALTA;info@segwaydenia.com;965780825;;http://segwaydenia.com;;Dénia (ALICANTE), Xàbia/Jávea (ALICANTE)
26/01/2025 1:00;CVTA00114 A;CAMPELLO SURF SHOP, SL;CALLE SAN VICENTE, 98 BJ;3560;3;ALICANTE;50;EL CAMPELLO;L'ALACANTI;campellosurfshop@gmail.com;603464456;;;;El Campello (ALICANTE)
26/01/2025 1:00;CVTA00115 A;CAMPELLO SURF CLUB;CALLE SAN VICENTE, 98;3560;3;ALICANTE;50;EL CAMPELLO;L'ALACANTI;campellosurfclub@hotmail.com;603464456;;www.campellosurfclub.es;;El Campello (ALICANTE)
26/01/2025 1:00;CVTA00116 A;AQUAVENTURA;CALLE MADRE ELISEA OLIVER ESQUINA LEGAZPI;3005;3;ALICANTE;14;ALACANT/ALICANTE;L'ALACANTI;rosaaquaventura@gmail.com;607 892 410;;https://www.aquaventurabuceo.es;;Xàbia/Jávea (ALICANTE)
